"BoxOffDomIA" "Anno" "Sequel" "Tipo" "Fonte" "Metodo_Prod" "Genere" "Rating" "Budget"
"Rent 2005" 35.791241 2005 0 "Historical Fiction" "Other" "Live Action" "Musical" "PG-13" 40
"Reno 911!: Miami 2007" 23.328434 2007 0 "Contemporary Fiction" "TV" "Live Action" "Commedia" "R" 10
"Rendition 2007" 11.16532 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" 27.5
"Remember the Titans 2000" 169.156077 2000 0 "Contemporary Fiction" "Real Life Events" "Live Action" "Drammatico" "PG" 30
"Religulous 2008" 14.297777 2008 0 "Factual" "Real Life Events" "Live Action" "Documentario" "R" 2.5
"Reindeer Games 2000" 34.196017 2000 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Azione" "R" 36
"Reign Over Me 2007" 22.548413 2007 0 "Historical Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 20
"Reign of Fire 2002" 58.476396 2002 0 "Fantasy" "Original Screenplay" "Animation/Live Action" "Azione" "PG-13" 60
"Redline 2007" 7.891168 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Azione" "PG-13" NA
"Redbelt 2008" 2.576716 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Azione" "R" NA
"Red Planet 2000" 25.563206 2000 0 "Science Fiction" "Original Screenplay" "Live Action" "Azione" "PG-13" 80
"Red Eye 2005" 71.228979 2005 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "PG-13" 26
"Red Dragon 2002" 126.199264 2002 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Thriller/Suspense" "R" 78
"Recess: School s Out 2001" 51.155028 2001 0 "Kids Fiction" "TV" "Live Action" "Commedia" "G" 10
"Rebound 2005" 20.689197 2005 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG" 45
"Real Women Have Curves 2002" 7.911997 2002 0 "Contemporary Fiction" "Play" "Live Action" "Commedia" "PG-13" 3
"Ready to Rumble 2000" 18.111006 2000 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 24
"Read My Lips 2002" 1.845708 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" NA
"Ray 2004" 95.532152 2004 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "PG-13" 40
"Ratatouille 2007" 236.752358 2007 0 "Kids Fiction" "Original Screenplay" "Digital Animation" "Commedia" "G" 150
"Rat Race 2001" 78.910068 2001 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 48
"Rang De Basanti 2006" 2.646858 2006 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "Not Rated" 5.3
"Rambo 2008" 46.981881 2008 1 "Contemporary Fiction" "Fiction Source" "Live Action" "Azione" "R" 47.5
"Raising Victor Vargas 2003" 2.713718 2003 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 0.8
"Raising Helen 2004" 47.626541 2004 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 50
"Raise Your Voice 2004" 13.228745 2004 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG" 15
"Radio 2003" 68.384831 2003 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "PG" 35
"Racing Stripes 2005" 60.543592 2005 0 "Kids Fiction" "Original Screenplay" "Animation/Live Action" "Commedia" "PG" 30
"Rachel Getting Married 2008" 13.945567 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 12
"Race 2008" 1.502201 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Azione" "PG-13" NA
"Rabbit-Proof Fence 2002" 8.160753 2002 0 "Historical Fiction" "Fiction Source" "Live Action" "Drammatico" "PG" 7
"Rab Ne Bana Di Jodi 2008" 2.27789 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "Not Rated" NA
"R.V. 2006" 86.069706 2006 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG" 55
"Quinceanera 2006" 2.038981 2006 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 0.4
"Quills 2000" 10.076792 2000 0 "Historical Fiction" "Play" "Live Action" "Drammatico" "R" 13.5
"Queen of the Damned 2002" 41.158106 2002 0 "Fantasy" "Fiction Source" "Live Action" "Horror" "R" 35
"Quarantine 2008" 34.825679 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Horror" "R" 12
"Quantum of Solace 2008" 185.997093 2008 1 "Contemporary Fiction" "Fiction Source" "Live Action" "Azione" "PG-13" 230
"Punisher: War Zone 2008" 8.847104 2008 1 "Super Hero" "Comic/Graphic Novel" "Live Action" "Azione" "R" 35
"Punch-Drunk Love 2002" 24.160285 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 25
"Pulse: A Stomp Odyssey 2002" 13.697521 2002 0 "Factual" "Real Life Events" "Live Action" "Documentario" "Not Rated" NA
"Pulse 2006" 24.410137 2006 0 "Contemporary Fiction" "Remake" "Live Action" "Horror" "R" 7.5
"Provoked: A True Story 2007" 1.053836 2007 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "Not Rated" NA
"Proof of Life 2000" 47.471447 2000 0 "Contemporary Fiction" "Real Life Events" "Live Action" "Azione" "R" 65
"Proof 2005" 9.26215 2005 0 "Contemporary Fiction" "Play" "Live Action" "Drammatico" "PG-13" 20
"Prom Night 2008" 48.207403 2008 0 "Contemporary Fiction" "Remake" "Live Action" "Horror" "PG-13" 18
"Primeval 2007" 12.153504 2007 0 "Dramatization" "Real Life Events" "Live Action" "Avventura" "R" NA
"Prime 2005" 27.975683 2005 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" NA
"Pride and Prejudice 2005" 47.120563 2005 0 "Historical Fiction" "Fiction Source" "Live Action" "Drammatico" "PG" 28
"Pride and Glory 2008" 17.297255 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 30
"Pride 2007" 8.093672 2007 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "PG" NA
"Price of Glory 2000" 5.027516 2000 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG-13" NA
"Premonition 2007" 54.877475 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "PG-13" 20
"Possession 2002" 13.720789 2002 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "PG-13" 25
"Poseidon 2006" 73.087682 2006 0 "Contemporary Fiction" "Remake" "Live Action" "Avventura" "PG-13" 160
"Pootie Tang 2001" 4.590781 2001 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 3.5
"Pooh s Heffalump Movie 2005" 22.256475 2005 0 "Kids Fiction" "Fiction Source" "Hand Animation" "Avventura" "G" 20
"Pollock 2000" 11.987127 2000 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "R" 6
"Pokemon 4Ever 2002" 2.352475 2002 1 "Kids Fiction" "TV" "Hand Animation" "Avventura" "G" NA
"Pokemon 3: The Movie 2001" 23.770542 2001 1 "Kids Fiction" "TV" "Hand Animation" "Avventura" "G" 3
"Pokemon 2000 2000" 64.037702 2000 1 "Kids Fiction" "TV" "Hand Animation" "Avventura" "G" 30
"Planet of the Apes 2001" 250.926569 2001 0 "Science Fiction" "Remake" "Live Action" "Avventura" "PG-13" 100
"Place Vendome 2000" 1.285297 2000 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "Not Rated" NA
"Pitch Black 2000" 57.43318 2000 0 "Science Fiction" "Original Screenplay" "Live Action" "Horror" "R" 23
"Pirates of the Caribbean: The Curse of the Black Pearl 2003" 399.617675 2003 0 NA "Other" "Live Action" "Avventura" "PG-13" 125
"Pirates of the Caribbean: Dead Man s Chest 2006" 509.917824 2006 1 "Fantasy" "Other" "Live Action" "Avventura" "PG-13" 225
"Pirates of the Caribbean: At World s End 2007" 354.844063 2007 1 "Historical Fiction" "Other" "Live Action" "Avventura" "PG-13" 300
"Pinocchio 2002" 4.906807 2002 0 "Fantasy" "Fiction Source" "Live Action" "Avventura" "G" 45
"Piglet s Big Movie 2003" 30.19084 2003 0 "Kids Fiction" "Other" "Hand Animation" "Commedia" "G" NA
"Pieces of April 2003" 3.264085 2003 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 0.3
"Phone Booth 2003" 60.925925 2003 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" 11
"Phat Girlz 2006" 8.503779 2006 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 3
"Peter Pan: Return to Neverland 2002" 65.759102 2002 1 "Kids Fiction" "Play" "Hand Animation" "Avventura" "G" 20
"Peter Pan 2003" 62.812692 2003 0 "Fantasy" "Fiction Source" "Live Action" "Avventura" "PG" 100
"Personal Velocity 2002" 1.091148 2002 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "R" NA
"Persepolis 2007" 4.890624 2007 0 "Dramatization" "Comic/Graphic Novel" "Digital Animation" "Drammatico" "PG-13" NA
"Perfume: The Story of a Murderer 2006" 2.552991 2006 0 "Historical Fiction" "Fiction Source" "Live Action" "Drammatico" "R" 63.7
"Perfect Stranger 2007" 27.248967 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" NA
"Penelope 2008" 11.002037 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG" NA
"Pearl Harbor 2001" 276.763156 2001 0 NA "Real Life Events" "Live Action" "Azione" "PG-13" 151.5
"Peaceful Warrior 2006" 3.380092 2006 0 "Dramatization" "Fiction Source" "Live Action" "Drammatico" "PG-13" NA
"Paycheck 2003" 69.806657 2003 0 "Science Fiction" "Fiction Source" "Live Action" "Thriller/Suspense" "PG-13" 60
"Pay it Forward 2000" 49.013185 2000 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "PG-13" 40
"Pathfinder 2007" 11.434748 2007 0 "Historical Fiction" "Remake" "Live Action" "Azione" "R" NA
"Passion of Mind 2000" 1.12569 2000 0 NA NA "Live Action" "Drammatico" "PG-13" NA
"Passchendaele 2008" 4.891903 2008 0 "Historical Fiction" "Original Screenplay" "Live Action" "Drammatico" "Not Rated" NA
"Partner 2007" 1.218871 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "Not Rated" NA
"Paris, je t aime 2007" 5.57045 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 13
"Parineeta 2005" 0.988104 2005 0 NA NA "Live Action" "Drammatico" "Not Rated" NA
"Paradise Now 2005" 1.776907 2005 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG-13" NA
"Paprika 2007" 1.010677 2007 0 "Science Fiction" NA "Digital Animation" "Thriller/Suspense" "R" NA
"Paperclips 2004" 1.382415 2004 0 "Factual" "Real Life Events" "Live Action" "Documentario" "G" NA
"Paparazzi 2004" 19.962678 2004 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "PG-13" 20
"Panic Room 2002" 129.429091 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" 48
"Panic 2000" 1.073411 2000 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 1
"Pane e tulipani 2001" 7.384567 2001 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" NA
"Pandora s Box 2002" 1.197355 2002 1 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" 0.8
"Paid in Full 2002" 4.131299 2002 0 "Historical Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" NA
"Paheli (Puzzle) 2005" 1.734932 2005 0 "Fantasy" "Fiction Source" "Live Action" "Drammatico" "Not Rated" NA
"P2 2007" 4.581494 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Horror" "R" NA
"P.S., I Love You 2007" 60.342507 2007 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Commedia" "PG-13" NA
"Owning Mahowny 2003" 1.322924 2003 0 "Dramatization" "Fiction Source" "Live Action" "Drammatico" "R" 10
"Over the Hedge 2006" 186.733222 2006 0 "Kids Fiction" "Comic/Graphic Novel" "Digital Animation" "Commedia" "PG" NA
"Over Her Dead Body 2008" 8.318703 2008 0 "Fantasy" "Original Screenplay" "Live Action" "Commedia" "PG-13" 10
"Out of Time 2003" 53.754893 2003 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "PG-13" 50
"Out Cold 2001" 19.369319 2001 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 11
"Osmosis Jones 2001" 18.953997 2001 0 "Kids Fiction" "Original Screenplay" "Animation/Live Action" "Commedia" "PG" 70
"Osama 2004" 1.432311 2004 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG-13" 0.5
"Original Sin 2001" 23.030729 2001 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Thriller/Suspense" "R" 26
"Orange County 2002" 55.722841 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 18
"Open Water 2004" 38.752327 2004 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" 0.5
"Open Season 2006" 101.577028 2006 0 "Kids Fiction" "Original Screenplay" "Digital Animation" "Avventura" "PG" 85
"Open Range 2003" 76.320609 2003 0 "Historical Fiction" "Fiction Source" "Live Action" "Western" "R" 26
"Ong-Bak 2005" 5.61293 2005 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Azione" "R" NA
"One Night with the King 2006" 16.13651 2006 0 "Historical Fiction" "Fiction Source" "Live Action" "Drammatico" "PG" 20
"One Night at McCool s 2001" 8.749442 2001 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" NA
"One Missed Call 2008" 29.549084 2008 0 "Fantasy" "Remake" "Live Action" "Horror" "PG-13" NA
"One Hour Photo 2002" 42.908439 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 12
"Once Upon a Time in Mexico 2003" 73.706281 2003 1 "Contemporary Fiction" "Original Screenplay" "Live Action" "Azione" "R" 29
"Once 2007" 10.825727 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 0.15
"On the Line 2001" 6.073272 2001 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG" 10
"Omkara 2006" 1.499195 2006 0 "Contemporary Fiction" "Play" "Live Action" "Drammatico" "Not Rated" NA
"Om Shanti Om 2007" 4.125476 2007 0 "Fantasy" "Original Screenplay" "Live Action" "Drammatico" "Not Rated" NA
"Oliver Twist 2005" 2.446129 2005 0 "Historical Fiction" "Fiction Source" "Live Action" "Drammatico" "PG-13" 65
"Old School 2003" 98.337141 2003 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 24
"Off the Map 2005" 1.612921 2005 0 "Contemporary Fiction" "Play" "Live Action" "Drammatico" "PG-13" NA
"Ocean s Twelve 2004" 158.757499 2004 1 "Contemporary Fiction" "Remake" "Live Action" "Avventura" "PG-13" 110
"Ocean s Thirteen 2007" 134.341547 2007 1 "Contemporary Fiction" "Remake" "Live Action" "Avventura" "PG-13" 85
"Ocean s Eleven 2001" 253.996087 2001 0 "Contemporary Fiction" "Remake" "Live Action" "Commedia" "PG-13" 85
"O Brother, Where Art Thou 2000" 63.571142 2000 0 "Historical Fiction" "Fiction Source" "Live Action" "Commedia" "PG-13" 26
"O (Othello) 2001" 22.328148 2001 0 "Contemporary Fiction" "Play" "Live Action" "Drammatico" "R" NA
"Nutty Professor II: The Klumps 2000" 180.500871 2000 1 "Contemporary Fiction" "Remake" "Live Action" "Commedia" "PG-13" 84
"Nurse Betty 2000" 36.840398 2000 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 24
"Nuovomondo 2007" 1.219794 2007 0 "Historical Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG-13" NA
"Nuit de Noces 2001" 1.726016 2001 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "Not Rated" NA
"Nowhere in Africa 2003" 8.077743 2003 0 "Historical Fiction" "Fiction Source" "Live Action" "Drammatico" "R" 6.5
"Novocaine 2001" 2.821322 2001 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 6
"Nouvelle-France 2004" 1.170624 2004 0 "Historical Fiction" "Original Screenplay" "Live Action" "Drammatico" "Not Rated" NA
"Notorious C.H.O. 2002" 1.400775 2002 0 "Factual" "Real Life Events" "Live Action" "Concerto" "Not Rated" NA
"Nothing Like the Holidays 2008" 8.241152 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" NA
"Notes on a Scandal 2006" 20.124439 2006 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "R" 27.5
"Not Another Teen Movie 2001" 52.596926 2001 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 15
"Northfork 2003" 1.858766 2003 0 "Historical Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG-13" 1.9
"North Country 2005" 22.55381 2005 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "R" 30
"Norbit 2007" 109.359353 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" NA
"Nochnoy dozor 2006" 1.805895 2006 0 "Fantasy" "Fiction Source" "Live Action" "Azione" "Not Rated" 4.2
"No Reservations 2007" 49.436334 2007 0 "Contemporary Fiction" "Remake" "Live Action" "Commedia" "PG" 28
"No Man s Land 2001" 1.447705 2001 0 "Historical Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 1
"No End In Sight 2007" 1.643732 2007 0 "Factual" "Real Life Events" "Live Action" "Documentario" "Not Rated" 2
"No Country for Old Men 2007" 83.585958 2007 0 "Historical Fiction" "Fiction Source" "Live Action" "Azione" "R" 25
"Nitro 2007" 4.322158 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Azione" "Not Rated" NA
"Nine Queens 2002" 1.658478 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 1.5
"Nim s Island 2008" 52.753952 2008 0 "Fantasy" "Fiction Source" "Live Action" "Avventura" "PG" 37
"Nights in Rodanthe 2008" 45.986833 2008 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "PG-13" NA
"Night at the Museum 2006" 295.044933 2006 0 "Kids Fiction" "Fiction Source" "Live Action" "Commedia" "PG" 110
"Nicotina 2004" 1.409146 2004 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" NA
"Nick and Norah s Infinite Playlist 2008" 34.60094 2008 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "PG-13" 10
"Nicholas Nickleby 2002" 2.046982 2002 0 "Historical Fiction" "Fiction Source" "Live Action" "Drammatico" "PG" 10
"Nez Rouge 2003" 2.610825 2003 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "Not Rated" NA
"Next Friday 2000" 83.696331 2000 1 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 9.5
"Next 2007" 20.699628 2007 0 "Science Fiction" "Fiction Source" "Live Action" "Azione" "PG-13" NA
"New York Minute 2004" 17.810776 2004 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG" 40
"New Waterford Girl 2000" 1.133683 2000 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "Not Rated" NA
"Never Die Alone 2004" 7.171608 2004 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "R" NA
"Never Back Down 2008" 27.308324 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Azione" "PG-13" 21
"Neil Young: Heart of Gold 2006" 2.20142 2006 0 "Factual" "Real Life Events" "Live Action" "Concerto" "PG" NA
"Ne Le Dis à Personne 2008" 6.809007 2008 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Thriller/Suspense" "Not Rated" NA
"National Treasure: The Book of Secrets 2007" 248.561913 2007 1 NA "Original Screenplay" "Live Action" "Avventura" "PG" NA
"National Treasure 2004" 219.075594 2004 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Avventura" "PG" 100
"National Security 2003" 47.482557 2003 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Azione" "PG-13" NA
"National Lampoon s Van Wilder 2002" 28.525309 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 6
"NASCAR: The IMAX Experience 2004" 27.301286 2004 0 "Factual" "Real Life Events" "Live Action" "Documentario" "PG" NA
